"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"Kazakhstan","KAZ","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73449.162","74946.792","78844.271","65623.289","58138.081","52243.246","45352.614","39494.568","39337.278","35921.509","35679.063","34493.19","39679.186","43040.74","50717.073","50804.971","61503.566","66230.504","69982.664","63416.916","74443.039","78101.192","",
"Kazakhstan","KAZ","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.624","114.624","114.624","78.804","76.416","78.804","74.028","74.028","73.288","73.288","73.288","19.2","22.71","26.411","21.014","11.462","20.441","25.671","69.849","66.53","50.387","78.565","",
"Kazakhstan","KAZ","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.156058962252013","0.152940502109817","0.145380252168227","0.120085416627015","0.131438806863955","0.150840550757508","0.16322763666941","0.187438434571559","0.186306739373273","0.204022609406526","0.205408981732508","0.0556631613370639","0.0572340370087229","0.0613627925542172","0.0414337791141851","0.0225607844555211","0.033235471257065","0.0387600855340011","0.0998090041270792","0.104908917362049","0.0676853076887417","0.100593855212863","",
"Kazakhstan","KAZ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4492.85307071201","4555.89751071396","4796.14420249867","4018.46939649615","3612.13808084154","3303.267587235","2911.3443224095","2575.67059286861","2610.0786046029","2406.24894755693","2397.20233496864","2321.47074352544","2670.38998992392","2886.89282641601","3378.21401794607","3354.12119432794","4017.7178268869","4277.29803402076","4464.88889019324","3940.53443130172","4560.54218736704","4716.63265831157","",
"Kazakhstan","KAZ","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24","","0.29","","0.29","","0.38","","0.45","","0.72","","0.51","","0.67",
"Kazakhstan","KAZ","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","0.3","","0.36","","0.35","","0.52","","0.7","","0.83","","0.71","","1.01",
"Kenya","KEN","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","4144.012","4299.788","4458.595","4635.441","4816.507","4989.812","5190.471","5412.814","5636.314","5828.139","6081.78","6319.885","6581.408","6827.022","7104.761","7650.131","7924.391","8194.54","8475.579","8748.379","9019.947","9272.35","9559.183","9821.841","10191.985","10468.822","10702.27","10996.138","11197.242","11483.768","11907.284","12185.476","12848.475","13341.189","13645.883","13998.532","14353.014","14773.391","15205.436","15778.605","16202.037","",
"Kenya","KEN","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","1.45134787658838","1.60171405859266","1.69318096886295","1.75186330180869","1.74770968975933","1.80007058223394","1.80998367619267","1.89480199035168","2.03113884599313","2.1283935539253","2.25427525407529","2.32222423252444","2.29367315988458","2.29694361640812","2.3752036278467","2.42326711585081","2.47973470291217","2.50774929441013","2.52855941885934","2.56388791799335","2.53148471372404","2.64843854068862","2.66964928170574","2.74587288452549","2.81787530283587","2.96892916053189","3.11496769552932","3.36309635341989","3.37707913407055","3.2978577078838","3.38840950015367","3.52976085643637","",
"Kenya","KEN","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","3.03978060771702","3.06724268640285","3.05619243566489","3.04179498447156","2.92473866449521","2.92309301487023","2.8749085351684","2.92396065296963","3.0288722545081","3.05875629314318","3.12128610595046","3.10969032489631","3.00809714836055","2.94776000938453","2.98737056174499","2.9785276161374","2.9949024587274","2.97145435681865","2.95460475830518","2.95259218131584","2.85353371966342","2.91918541150704","2.89554423376865","2.91677650016394","2.91140799270946","2.96892916053189","3.01761983732138","3.16620233121034","3.11058074833142","3.01114627782142","3.05298529938807","3.11409044653511","",
"Kenya","KEN","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","21.5711761280309","22.1853740742544","21.415547528172","21.2925037350667","20.182993044753","21.1593021308331","21.8656988727403","20.9139696181152","20.5318878349501","20.7919124872078","19.6308116643407","18.0202011239739","16.1279058712943","17.7889080771686","18.0181889199095","18.9945092983181","19.4415943271138","18.7466187970294","18.9331101810762","18.0487012059377","17.0123173029691","16.8120740671161","16.2547261864942","15.0343678656196","15.8032466355532","16.5032940644629","15.7099676946242","16.6296448100482","17.0745001785929","18.2958114231508","16.4900892995406","15.6921878389088","13.0043704750132","14.2133275530015","15.510955684169","17.1509484547919","16.6960162069127","17.0293799653356","19.5337504828233","19.9836494596695","19.7081818821098","",
"Kenya","KEN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0.5517633470085","0.624104069706521","0.618439501307363","0.798749900882136","0.924924727857794","0.792197162891967","0.96965051395361","1.34826371487725","1.58600266082091","1.23892193677367","1.61378499050454","1.66554331543754","1.9069810237292","1.78539710767692","2.00058502711376","4.87975073184296","4.80816629183374","4.73422951407453","4.68683823807915","4.62083007223823","4.54084218640155","4.25513685341705","4.30353458038017","4.22347101558412","5.01689307244418","4.99519620584007","4.68550813509819","4.67674073615797","3.98930649282188","3.43466901700206","4.34339365185523","4.15171215662859","6.47925561361068","7.30795513023848","6.94997383454766","6.81744013380341","6.83031639870375","7.06844583287397","7.08647870790732","7.83694552717231","7.85907029105941","",
"Kenya","KEN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","21.0942833236843","21.7449215761822","20.9562652514658","20.8602734413535","19.8110279384804","20.8304813729858","21.5135694471122","20.641301187427","20.3378954925649","20.4237422890156","19.410350028273","17.7837136383141","15.9317024508096","17.5641800189517","17.8048444168278","18.7941803263586","19.2877337377185","18.6528176823628","18.8409919652179","17.9029039085835","16.9063095758688","16.6269089683732","16.0490421297507","14.8379541100303","15.6974057415463","16.4045303535506","15.6110936178571","16.5383676992906","16.9757723098803","18.1746613857165","16.3863478754609","15.5600888501133","12.9047977453473","14.1668821323509","15.5157479369166","17.1809903038689","16.7059931739901","17.0279365966906","19.5287495998632","19.9836545308624","19.7103128167442","",
"Kenya","KEN","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","328.97110977724","326.025718288619","327.204526891136","328.753254280787","341.910890070102","342.103379848963","347.837152997086","342.001866196243","330.155885086149","326.930263205899","320.380755257772","321.575428908132","332.436071935048","339.240642663034","334.742536732998","335.736353284787","333.900690850854","336.535541158585","338.454744983766","338.685446072795","350.442678531919","342.561317296988","345.358219134669","342.844232303638","343.476421890758","336.821778469396","331.387004960724","315.835785395853","321.483375905422","332.099442450038","327.548252590812","321.121051931118","",
"Kenya","KEN","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","5283.787","5525.681","5673.635","5889.453","6034.437","6328.98","6643.012","6844.21","7092.548","7358.01","7567.303","7709.076","7846.958","8304.259","8666.265","9443.966","9836.827","10085.168","10455.044","10675.095","10869.019","11146.269","11414.594","11559.781","12104.962","12538.006","12696.958","13189.506","13502.773","14055.299","14258.528","14453.555","14769.104","15551.587","16151.068","16896.43","17229.685","17805.569","18896.663","19719.226","20178.939","",
"Kenya","KEN","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","4114.858","4265.302","4423.507","4588.399","4760.693","4939.674","5126.057","5320.536","5523.826","5736.979","5959.66","6191.487","6431.768","6678.758","6931.385","7189.289","7451.42","7717.085","7985.568","8255.101","8526.402","8798.061","9067.952","9333.617","9584.692","9842.524","10107.353","10379.299","10658.575","11001.015","11287.98","11585.406","11891.547","12204.686","12523.388","12846.628","13176.172","13514.814","13866.328","14233.22","14616.16","",
"Kenya","KEN","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","77.8770605249606","77.1905218560391","77.9660129705207","77.9087463640511","78.8920822273892","78.048500706275","77.1646506133061","77.7377666670076","77.882109504229","77.9691655760185","78.7554033451548","80.3142555605886","81.9651131049765","80.4256948151545","79.9812260529767","76.1257399698389","75.7502393810525","76.519151688896","76.3800515808446","77.330468721824","78.4468405106293","78.9327890794669","79.4417392331256","80.7421611187963","79.1798602920026","78.501509729697","79.6045241702776","78.6936144537938","78.9361933285852","78.2695195598471","79.1665170486042","80.1561000044626","80.5163739113761","78.47871731676","77.5390704812834","76.0316114114047","76.4736673943836","75.9021742017905","73.3797708092693","72.1794050131582","72.4327478268307","",
"Kenya","KEN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","453.253049523495","457.304335728761","452.811297865888","453.124146466404","447.451369139851","452.199329008096","457.279640553933","453.80961281693","452.865757259212","452.302220089051","447.738490484119","439.017339789579","430.172447063343","438.393811913804","440.806564877001","463.114040232417","465.354049025157","460.575360245222","461.250855880339","455.29707091128","448.446337707022","445.192925126117","441.756093045231","434.012727551721","441.495659961857","444.827444782955","438.678581175344","444.057530194855","443.024756027976","449.265671622708","443.826564678945","437.979560566978","435.602395173976","446.440731954884","451.327202656658","459.673016917528","456.38764193041","459.222701243436","474.495648859827","482.024309743184","480.132086570796","",
"Kenya","KEN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","0.33","","","0.43","","","0.54","","0.6","","0.56","","0.76","","0.98","","1.14","","1.27","","1.26",
"Kenya","KEN","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","0.4","","","0.56","","","0.7","","0.71","","0.7","","0.92","","1.12","","1.2","","1.33","","1.37",
"Kyrgyz Republic","KGZ","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2502.01","2437.434","1817.937","1578.431","1465.341","1258.726","1318.994","1261.149","1113.581","1301.182","1368.058","1289.676","1156.756","1289.76","1388.732","1334.397","1287.133","1323.08","1134.216","1186.284","1273.098","1619.492","",
"Kyrgyz Republic","KGZ","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06904905556602","1.12345989485961","1.34648811786606","1.49661618129882","1.69034553582066","1.91722609786218","1.80672205329419","2.15210635293736","2.09336323132851","2.51962296498534","2.82513994781955","3.27838143593559","2.95849264147917","3.03028889823724","3.38901718269835","3.55892565737517","3.86004137638487","3.87500550753754","4.112192099618","4.88989650533617","4.367730464913","4.28065386681651","",
"Kyrgyz Republic","KGZ","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.48021318944321","1.50442507511694","1.76588676124113","1.92066766337488","2.12600234930831","2.35653380574882","2.18207065186983","2.55004988458268","2.44608092576856","2.90161633590521","3.18454702102935","3.61352665508721","3.20882835336652","3.21889461704396","3.50150757317325","3.55892565737517","3.73940874153461","3.64814152854765","3.78768310445079","4.46477530724734","3.93536167941451","3.77655706824148","",
